store_id,store_name,suburb,date,year,week,month,season,sales_units,price_per_unit,sales_revenue,avg_temp_c,promo_spend,holiday_flag,median_income,education_bachelor_pct,population_density
HBM-001,Harbour Brew Market – Newtown #1,Newtown,16/06/2019,2019,24,6,Winter,328,4.5,1476.45,14.8,0,0,124614,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,23/06/2019,2019,25,6,Winter,288,4.55,1310.14,17.3,0,0,124639,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,30/06/2019,2019,26,6,Winter,335,4.49,1503.68,12.6,0,0,124665,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,7/07/2019,2019,27,7,Winter,290,4.54,1317.15,11.1,0,0,124691,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,14/07/2019,2019,28,7,Winter,289,4.46,1289.18,13.5,0,0,124716,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,21/07/2019,2019,29,7,Winter,285,4.46,1271.38,13,0,0,124742,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,28/07/2019,2019,30,7,Winter,283,4.48,1266.71,13.4,1500,0,124768,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,4/08/2019,2019,31,8,Winter,221,4.33,957.3,12.6,0,0,124793,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,11/08/2019,2019,32,8,Winter,207,4.38,906.26,9.9,0,0,124819,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,18/08/2019,2019,33,8,Winter,205,4.39,900.41,10.3,0,0,124845,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,25/08/2019,2019,34,8,Winter,253,4.44,1122.42,11.6,0,0,124870,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,1/09/2019,2019,35,9,Spring,242,4.38,1059.11,13.4,0,0,124896,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,8/09/2019,2019,36,9,Spring,211,4.47,943.96,11.1,0,0,124921,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,15/09/2019,2019,37,9,Spring,275,4.41,1212.8,13,0,0,124947,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,22/09/2019,2019,38,9,Spring,215,4.43,953.34,14.7,0,0,124973,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,29/09/2019,2019,39,9,Spring,211,4.46,941.19,14.1,0,0,124998,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,6/10/2019,2019,40,10,Spring,189,4.4,832.46,13.6,0,0,125024,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,13/10/2019,2019,41,10,Spring,191,4.5,859.15,15,0,0,125050,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,20/10/2019,2019,42,10,Spring,225,4.35,979.03,15.1,0,0,125075,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,27/10/2019,2019,43,10,Spring,176,4.47,786.76,15,0,0,125101,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,3/11/2019,2019,44,11,Spring,213,4.46,951.02,17.3,0,0,125127,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,10/11/2019,2019,45,11,Spring,267,4.43,1184.06,15.4,5000,0,125152,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,17/11/2019,2019,46,11,Spring,225,4.38,985.62,18.3,0,0,125178,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,24/11/2019,2019,47,11,Spring,217,4.47,969.38,17.4,0,0,125203,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,1/12/2019,2019,48,12,Summer,394,4.53,1784.36,19.6,0,1,125229,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,8/12/2019,2019,49,12,Summer,394,4.58,1804.06,21.6,0,1,125255,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,15/12/2019,2019,50,12,Summer,398,4.54,1806.59,21.6,0,1,125280,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,22/12/2019,2019,51,12,Summer,370,4.47,1653.85,19.8,0,1,125306,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,29/12/2019,2019,52,12,Summer,372,4.42,1642.9,20.7,0,1,125332,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,5/01/2020,2020,1,1,Summer,368,4.58,1684.49,24,0,1,125357,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,12/01/2020,2020,2,1,Summer,356,4.54,1615.87,19.4,0,1,125383,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,19/01/2020,2020,3,1,Summer,429,4.58,1962.99,22,0,1,125409,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,26/01/2020,2020,4,1,Summer,396,4.57,1808.17,22.8,0,1,125434,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,2/02/2020,2020,5,2,Summer,245,4.59,1123.92,24.1,0,0,125460,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,9/02/2020,2020,6,2,Summer,286,4.52,1293.67,23.5,0,0,125486,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,16/02/2020,2020,7,2,Summer,398,4.56,1816.1,24.6,3000,0,125511,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,23/02/2020,2020,8,2,Summer,207,4.6,951.71,23.7,0,0,125537,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,1/03/2020,2020,9,3,Autumn,332,4.57,1517.75,22.5,0,0,125562,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,8/03/2020,2020,10,3,Autumn,244,4.63,1128.66,25.7,0,0,125588,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,15/03/2020,2020,11,3,Autumn,264,4.66,1229.23,22.7,0,0,125614,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,22/03/2020,2020,12,3,Autumn,268,4.54,1216.5,22.2,0,0,125639,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,29/03/2020,2020,13,3,Autumn,311,4.62,1436.53,25,5000,0,125665,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,5/04/2020,2020,14,4,Autumn,361,4.54,1638.98,20.4,5000,0,125691,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,12/04/2020,2020,15,4,Autumn,411,4.63,1904.01,21.5,5000,0,125716,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,19/04/2020,2020,16,4,Autumn,316,4.55,1436.51,19.7,0,0,125742,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,26/04/2020,2020,17,4,Autumn,361,4.64,1673.64,22.9,0,0,125768,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,3/05/2020,2020,18,5,Autumn,355,4.54,1612.15,17.8,0,0,125793,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,10/05/2020,2020,19,5,Autumn,276,4.43,1222.84,17.7,0,0,125819,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,17/05/2020,2020,20,5,Autumn,336,4.65,1562.95,15.1,0,0,125845,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,24/05/2020,2020,21,5,Autumn,310,4.59,1422.51,15.6,0,0,125870,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,31/05/2020,2020,22,5,Autumn,353,4.57,1613.02,17.9,0,0,125896,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,7/06/2020,2020,23,6,Winter,281,4.54,1274.66,14.5,0,0,125921,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,14/06/2020,2020,24,6,Winter,261,4.5,1174.51,17,0,0,125947,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,21/06/2020,2020,25,6,Winter,282,4.51,1271.21,13,0,0,125973,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,28/06/2020,2020,26,6,Winter,322,4.52,1455.4,16.6,0,0,125998,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,5/07/2020,2020,27,7,Winter,199,4.43,881.32,11.8,0,0,126024,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,12/07/2020,2020,28,7,Winter,276,4.51,1245.05,11.9,0,0,126050,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,19/07/2020,2020,29,7,Winter,268,4.52,1210.29,13.7,5000,0,126075,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,26/07/2020,2020,30,7,Winter,229,4.45,1018.3,13.3,5000,0,126101,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,2/08/2020,2020,31,8,Winter,225,4.44,998.21,11.1,0,0,126127,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,9/08/2020,2020,32,8,Winter,255,4.38,1116.93,14.4,0,0,126152,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,16/08/2020,2020,33,8,Winter,235,4.47,1050.08,11,8000,0,126178,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,23/08/2020,2020,34,8,Winter,277,4.31,1193.89,13.6,0,0,126203,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,30/08/2020,2020,35,8,Winter,261,4.36,1138.83,13.5,0,0,126229,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,6/09/2020,2020,36,9,Spring,222,4.37,969.52,13.4,0,0,126255,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,13/09/2020,2020,37,9,Spring,188,4.39,824.44,13.7,0,0,126280,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,20/09/2020,2020,38,9,Spring,245,4.5,1101.93,12.8,0,0,126306,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,27/09/2020,2020,39,9,Spring,263,4.33,1139.21,12.8,0,0,126332,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,4/10/2020,2020,40,10,Spring,243,4.42,1074.14,13.1,0,0,126357,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,11/10/2020,2020,41,10,Spring,244,4.45,1086.58,14.4,5000,0,126383,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,18/10/2020,2020,42,10,Spring,231,4.38,1011.67,14.1,0,0,126409,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,25/10/2020,2020,43,10,Spring,176,4.45,783.79,16.3,0,0,126434,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,1/11/2020,2020,44,11,Spring,256,4.42,1132.28,16.9,3000,0,126460,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,8/11/2020,2020,45,11,Spring,214,4.46,954.37,19.7,0,0,126486,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,15/11/2020,2020,46,11,Spring,152,4.36,662.09,19.1,0,0,126511,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,22/11/2020,2020,47,11,Spring,159,4.42,702.3,18.3,0,0,126537,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,29/11/2020,2020,48,11,Spring,199,4.41,878.26,19.7,0,0,126562,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,6/12/2020,2020,49,12,Summer,337,4.6,1550.02,21,0,1,126588,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,13/12/2020,2020,50,12,Summer,420,4.67,1960.23,20,5000,1,126614,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,20/12/2020,2020,51,12,Summer,387,4.49,1735.94,21.6,0,1,126639,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,27/12/2020,2020,52,12,Summer,403,4.52,1820.96,20.1,5000,1,126665,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,3/01/2021,2021,53,1,Summer,426,4.4,1875.1,25.5,0,1,126691,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,10/01/2021,2021,1,1,Summer,429,4.48,1923.83,23.8,0,1,126716,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,17/01/2021,2021,2,1,Summer,480,4.48,2150.01,23.1,0,1,126742,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,24/01/2021,2021,3,1,Summer,420,4.57,1921.5,21.2,0,1,126768,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,31/01/2021,2021,4,1,Summer,370,4.51,1667.69,23,5000,1,126793,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,7/02/2021,2021,5,2,Summer,264,4.64,1224.58,24.2,0,0,126819,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,14/02/2021,2021,6,2,Summer,274,4.62,1266.67,23.9,1500,0,126845,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,21/02/2021,2021,7,2,Summer,282,4.56,1286.79,23,0,0,126870,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,28/02/2021,2021,8,2,Summer,301,4.55,1368.3,22.2,0,0,126896,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,7/03/2021,2021,9,3,Autumn,311,4.59,1427.33,21.9,0,0,126921,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,14/03/2021,2021,10,3,Autumn,326,4.7,1531.95,24.2,0,0,126947,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,21/03/2021,2021,11,3,Autumn,295,4.57,1347.84,22.6,0,0,126973,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,28/03/2021,2021,12,3,Autumn,297,4.49,1334.54,25.7,0,0,126998,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,4/04/2021,2021,13,4,Autumn,304,4.58,1392.91,22.3,0,0,127024,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,11/04/2021,2021,14,4,Autumn,250,4.6,1148.85,21.2,0,0,127050,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,18/04/2021,2021,15,4,Autumn,352,4.6,1618.82,20.6,8000,0,127075,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,25/04/2021,2021,16,4,Autumn,237,4.54,1076.77,20.2,0,0,127101,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,2/05/2021,2021,17,5,Autumn,348,4.55,1582.62,17.8,0,0,127127,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,9/05/2021,2021,18,5,Autumn,358,4.52,1619.48,18,1500,0,127152,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,16/05/2021,2021,19,5,Autumn,286,4.64,1328.37,16.6,0,0,127178,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,23/05/2021,2021,20,5,Autumn,311,4.52,1406.88,16,0,0,127203,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,30/05/2021,2021,21,5,Autumn,264,4.53,1196.64,17.7,0,0,127229,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,6/06/2021,2021,22,6,Winter,294,4.56,1339.91,15.2,0,0,127255,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,13/06/2021,2021,23,6,Winter,349,4.44,1548.23,14.1,0,0,127280,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,20/06/2021,2021,24,6,Winter,284,4.52,1282.91,15.6,0,0,127306,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,27/06/2021,2021,25,6,Winter,320,4.5,1439.29,13.5,0,0,127332,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,4/07/2021,2021,26,7,Winter,235,4.41,1035.3,13.4,0,0,127357,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,11/07/2021,2021,27,7,Winter,226,4.39,992.38,12.5,0,0,127383,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,18/07/2021,2021,28,7,Winter,281,4.49,1262.08,14.4,0,0,127409,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,25/07/2021,2021,29,7,Winter,279,4.49,1253.7,13.4,0,0,127434,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,1/08/2021,2021,30,8,Winter,216,4.43,956.63,12.3,0,0,127460,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,8/08/2021,2021,31,8,Winter,255,4.34,1106.03,12.1,0,0,127486,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,15/08/2021,2021,32,8,Winter,296,4.44,1313.68,13.1,0,0,127511,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,22/08/2021,2021,33,8,Winter,239,4.38,1045.81,10,0,0,127537,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,29/08/2021,2021,34,8,Winter,239,4.45,1063.62,12.2,0,0,127562,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,5/09/2021,2021,35,9,Spring,190,4.41,837.21,11.8,0,0,127588,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,12/09/2021,2021,36,9,Spring,179,4.43,792.79,14.7,0,0,127614,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,19/09/2021,2021,37,9,Spring,222,4.46,989.39,13.9,0,0,127639,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,26/09/2021,2021,38,9,Spring,217,4.43,961.92,14.3,0,0,127665,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,3/10/2021,2021,39,10,Spring,224,4.41,986.79,14.4,0,0,127691,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,10/10/2021,2021,40,10,Spring,253,4.51,1141.81,16.4,0,0,127716,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,17/10/2021,2021,41,10,Spring,220,4.46,980.16,14.5,0,0,127742,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,24/10/2021,2021,42,10,Spring,213,4.42,941.85,17.7,0,0,127768,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,31/10/2021,2021,43,10,Spring,235,4.33,1018.48,13.7,0,0,127793,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,7/11/2021,2021,44,11,Spring,192,4.41,846.43,16.3,0,0,127819,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,14/11/2021,2021,45,11,Spring,231,4.54,1048.14,17.5,0,0,127845,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,21/11/2021,2021,46,11,Spring,192,4.46,855.85,19.2,1500,0,127870,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,28/11/2021,2021,47,11,Spring,248,4.42,1095.64,17.7,0,0,127896,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,5/12/2021,2021,48,12,Summer,366,4.49,1642.64,21.4,0,1,127921,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,12/12/2021,2021,49,12,Summer,355,4.54,1610.56,21.2,0,1,127947,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,19/12/2021,2021,50,12,Summer,320,4.56,1458.26,22.1,0,1,127973,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,26/12/2021,2021,51,12,Summer,349,4.48,1563.39,21,0,1,127998,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,2/01/2022,2022,52,1,Summer,382,4.6,1756.53,22.5,0,1,128024,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,9/01/2022,2022,1,1,Summer,421,4.57,1922.89,24.1,3000,1,128050,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,16/01/2022,2022,2,1,Summer,385,4.57,1760.63,23.9,0,1,128075,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,23/01/2022,2022,3,1,Summer,358,4.48,1604.94,23.8,1500,1,128101,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,30/01/2022,2022,4,1,Summer,348,4.62,1606.26,23.4,0,1,128127,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,6/02/2022,2022,5,2,Summer,360,4.57,1644.43,24,0,0,128152,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,13/02/2022,2022,6,2,Summer,244,4.46,1087.28,25.2,8000,0,128178,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,20/02/2022,2022,7,2,Summer,228,4.56,1038.67,25.1,0,0,128203,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,27/02/2022,2022,8,2,Summer,272,4.59,1247.92,23.2,0,0,128229,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,6/03/2022,2022,9,3,Autumn,331,4.44,1468.7,23.1,1500,0,128255,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,13/03/2022,2022,10,3,Autumn,297,4.71,1398.14,22.7,0,0,128280,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,20/03/2022,2022,11,3,Autumn,334,4.59,1532.65,23.9,0,0,128306,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,27/03/2022,2022,12,3,Autumn,323,4.59,1482.71,22.4,0,0,128332,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,3/04/2022,2022,13,4,Autumn,283,4.57,1293.64,21,0,0,128357,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,10/04/2022,2022,14,4,Autumn,305,4.57,1394.48,19,0,0,128383,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,17/04/2022,2022,15,4,Autumn,307,4.62,1418.88,21.9,0,0,128409,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,24/04/2022,2022,16,4,Autumn,366,4.55,1666.64,22.1,1500,0,128434,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,1/05/2022,2022,17,5,Autumn,349,4.53,1580.75,16.6,0,0,128460,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,8/05/2022,2022,18,5,Autumn,295,4.52,1334.67,19.3,0,0,128486,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,15/05/2022,2022,19,5,Autumn,293,4.58,1342.85,17.1,0,0,128511,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,22/05/2022,2022,20,5,Autumn,393,4.52,1776.19,18.3,3000,0,128537,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,29/05/2022,2022,21,5,Autumn,261,4.58,1196.11,18.1,0,0,128562,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,5/06/2022,2022,22,6,Winter,264,4.6,1214.69,14,0,0,128588,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,12/06/2022,2022,23,6,Winter,280,4.53,1268.36,14.1,0,0,128614,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,19/06/2022,2022,24,6,Winter,316,4.49,1417.66,15,0,0,128639,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,26/06/2022,2022,25,6,Winter,280,4.47,1250.56,14.4,0,0,128665,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,3/07/2022,2022,26,7,Winter,224,4.43,992.83,14,0,0,128691,0.551,5771
HBM-001,Harbour Brew Market – Newtown #1,Newtown,10/07/2022,2022,27,7,Winter,223,4.49,1002.23,11.3,0,0,128716,0.551,5771
